cap-shape,cap-surface,cap-color,odor,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,spore-print-color,population,habitat,edible
x,f,g,n,c,b,w,t,b,n,y,d,e
f,f,n,n,c,b,p,t,b,n,v,d,e
x,y,n,n,c,b,n,t,b,k,v,d,e
x,y,n,n,c,b,w,t,b,k,v,d,e
x,f,e,n,c,b,w,t,b,n,v,d,e
f,f,g,n,c,b,p,t,b,k,v,d,e
x,y,e,n,c,b,n,t,b,n,v,d,e
x,y,e,n,c,b,u,t,b,n,v,d,e
f,f,n,n,c,b,w,t,b,n,y,d,e
x,f,e,n,c,b,p,t,b,k,v,d,e
x,f,e,n,c,b,n,t,b,n,y,d,e
x,f,w,n,w,b,k,t,e,n,s,g,e
x,y,g,n,c,b,p,t,b,k,y,d,e
x,f,e,n,c,b,p,t,b,k,v,d,e
x,y,g,n,c,b,p,t,b,n,v,d,e
x,f,e,n,c,b,w,t,b,k,v,d,e
x,f,g,n,c,b,p,t,b,n,y,d,e
f,y,e,n,c,b,p,t,b,n,v,d,e
f,y,g,n,c,b,p,t,b,k,v,d,e
x,y,e,n,c,b,p,t,b,k,y,d,e
x,y,g,n,c,b,p,t,b,n,y,d,e
f,f,g,n,w,b,h,t,e,k,s,g,e
x,f,g,f,c,b,g,e,b,h,y,p,p
x,f,e,n,c,b,p,t,b,k,y,d,e
x,y,e,n,c,b,w,t,b,n,y,d,e
f,s,w,p,c,n,w,e,e,k,v,g,p
f,y,n,n,c,b,u,t,b,k,y,d,e
x,f,e,n,c,b,n,t,b,n,y,d,e
x,y,e,n,c,b,n,t,b,k,v,d,e
x,f,g,n,c,b,n,t,b,k,v,d,e
x,y,g,n,c,b,p,t,b,n,v,d,e
x,f,g,n,w,b,n,t,e,n,a,g,e
x,f,n,n,c,b,u,t,b,n,y,d,e
f,f,e,n,c,b,n,t,b,k,y,d,e
x,y,g,n,c,b,u,t,b,n,y,d,e
f,f,n,n,c,b,w,t,b,k,y,d,e
f,f,g,n,w,b,h,t,e,n,s,g,e
f,f,g,n,c,b,p,t,b,n,v,d,e
x,y,n,n,c,b,w,t,b,k,v,d,e
f,f,g,n,c,b,p,t,b,k,y,d,e
f,y,n,n,c,b,u,t,b,n,y,d,e
x,f,g,n,c,b,w,t,b,n,v,d,e
x,y,e,n,c,b,u,t,b,n,v,d,e
x,y,n,n,c,b,n,t,b,n,v,d,e
f,s,g,n,w,b,n,t,e,n,a,g,e
x,f,n,n,c,b,w,t,b,k,y,d,e
f,f,n,n,c,b,n,t,b,k,y,d,e
x,y,e,n,c,b,w,t,b,n,y,d,e
x,y,e,n,c,b,w,t,b,k,y,d,e
x,y,n,n,c,b,n,t,b,k,y,d,e
f,s,w,n,w,b,h,t,e,k,a,g,e
x,y,n,n,c,b,p,t,b,n,v,d,e
x,y,e,n,c,b,p,t,b,k,y,d,e
x,f,g,n,c,b,p,t,b,n,v,d,e
f,f,g,n,c,b,n,t,b,n,v,d,e
f,f,n,n,w,b,n,t,e,k,s,g,e
f,f,g,n,c,b,n,t,b,k,v,d,e
x,y,e,n,c,b,u,t,b,k,y,d,e
f,f,g,n,c,b,n,t,b,k,v,d,e
x,y,n,n,c,b,u,t,b,n,y,d,e
x,f,e,n,c,b,u,t,b,k,y,d,e
x,f,n,n,c,b,w,t,b,n,y,d,e
x,f,g,n,c,b,n,t,b,n,v,d,e
f,f,g,n,c,b,w,t,b,n,v,d,e
x,f,n,n,c,b,p,t,b,k,y,d,e
x,y,n,n,c,b,u,t,b,n,y,d,e
x,f,e,n,c,b,p,t,b,n,v,d,e
f,f,g,n,c,b,n,t,b,k,y,d,e
x,y,n,n,c,b,p,t,b,k,y,d,e
x,s,p,c,w,n,n,e,b,k,v,d,p
f,y,g,n,c,b,w,t,b,k,y,d,e
f,f,n,n,c,b,p,t,b,n,y,d,e
f,s,n,p,c,n,p,e,e,k,s,u,p
x,y,n,n,c,b,u,t,b,k,y,d,e
x,y,g,n,c,b,u,t,b,k,y,d,e
x,y,e,n,c,b,n,t,b,k,v,d,e
x,y,e,n,c,b,n,t,b,n,v,d,e
x,y,e,n,c,b,p,t,b,k,v,d,e
x,f,g,n,c,b,p,t,b,n,y,d,e
f,s,w,n,w,b,n,t,e,k,s,g,e
x,y,g,n,c,b,p,t,b,n,v,d,e
x,f,n,n,w,b,p,t,e,n,s,g,e
x,f,n,n,c,b,w,t,b,n,y,d,e
x,y,g,n,c,b,p,t,b,k,v,d,e
x,y,e,n,c,b,p,t,b,n,v,d,e
x,y,n,n,c,b,u,t,b,k,v,d,e
x,f,g,n,c,b,w,t,b,n,v,d,e
x,f,g,n,c,b,w,t,b,k,y,d,e
x,y,g,n,c,b,w,t,b,k,v,d,e
x,y,g,n,c,b,n,t,b,n,y,d,e
f,y,g,n,c,b,p,t,b,n,v,d,e
x,f,e,n,c,b,p,t,b,k,v,d,e
x,y,e,n,c,b,n,t,b,k,y,d,e
x,f,n,n,c,b,w,t,b,n,v,d,e
x,f,n,n,c,b,w,t,b,n,y,d,e
f,f,n,n,c,b,n,t,b,k,v,d,e
f,f,n,n,c,b,p,t,b,n,y,d,e
x,y,g,n,c,b,u,t,b,n,v,d,e
x,f,e,n,c,b,w,t,b,k,y,d,e
f,y,n,n,c,b,w,t,b,k,v,d,e
x,y,e,n,c,b,p,t,b,k,v,d,e
f,y,n,n,c,b,w,t,b,k,y,d,e
x,y,g,n,c,b,p,t,b,k,y,d,e
f,f,n,n,c,b,n,t,b,n,v,d,e
x,y,g,n,c,b,w,t,b,k,y,d,e
x,y,e,n,c,b,w,t,b,k,v,d,e
x,y,n,n,c,b,p,t,b,k,y,d,e
x,f,g,n,c,b,w,t,b,k,y,d,e
x,f,e,n,c,b,u,t,b,n,y,d,e
x,f,n,n,c,b,u,t,b,k,v,d,e
f,f,n,n,c,b,w,t,b,n,y,d,e
f,y,g,n,c,b,u,t,b,n,v,d,e
x,f,n,n,c,b,w,t,b,k,v,d,e
x,y,e,n,c,b,w,t,b,k,y,d,e
f,f,n,n,c,b,w,t,b,k,v,d,e
x,y,n,n,c,b,w,t,b,k,v,d,e
f,f,n,n,c,b,n,t,b,k,y,d,e
x,y,e,n,c,b,u,t,b,n,y,d,e
x,y,e,n,c,b,u,t,b,n,y,d,e
x,f,g,n,c,b,w,t,b,n,v,d,e
x,f,g,n,c,b,p,t,b,n,v,d,e
f,f,e,n,c,b,u,t,b,n,v,d,e
x,f,n,n,c,b,w,t,b,n,y,d,e
x,y,e,n,c,b,n,t,b,n,y,d,e
x,y,g,n,c,b,u,t,b,n,v,d,e
x,y,g,n,c,b,u,t,b,k,y,d,e
x,f,e,n,c,b,u,t,b,n,v,d,e
f,f,n,n,c,b,w,t,b,n,v,d,e
x,y,n,n,c,b,p,t,b,n,y,d,e
x,y,g,n,c,b,u,t,b,k,v,d,e
x,f,w,n,w,b,h,t,e,n,s,g,e
f,y,g,n,c,b,w,t,b,n,y,d,e
f,s,g,n,w,b,n,t,e,n,s,g,e
f,f,n,n,c,b,u,t,b,n,y,d,e
x,y,e,n,c,b,w,t,b,k,y,d,e
f,y,w,p,c,n,w,e,e,n,s,u,p
x,y,g,n,c,b,n,t,b,k,v,d,e
f,f,n,n,c,b,w,t,b,k,y,d,e
x,f,g,n,c,b,w,t,b,n,y,d,e
x,f,e,n,c,b,n,t,b,k,v,d,e
f,f,g,n,c,b,n,t,b,k,v,d,e
x,y,n,n,c,b,p,t,b,n,y,d,e
x,y,e,n,c,b,n,t,b,k,y,d,e
x,y,n,n,c,b,n,t,b,n,v,d,e
x,y,n,n,c,b,n,t,b,n,y,d,e
f,f,n,n,c,b,p,t,b,k,y,d,e
x,y,g,n,c,b,u,t,b,k,y,d,e
x,y,n,n,c,b,n,t,b,k,y,d,e
x,f,e,n,c,b,w,t,b,k,v,d,e
f,f,n,n,c,b,p,t,b,k,y,d,e
x,f,e,n,c,b,n,t,b,k,v,d,e
f,s,w,n,w,b,k,t,e,n,a,g,e
x,y,n,n,c,b,n,t,b,k,v,d,e
x,f,g,n,c,b,w,t,b,k,y,d,e
x,f,n,n,c,b,w,t,b,k,y,d,e
x,f,e,n,c,b,p,t,b,n,y,d,e
f,f,n,n,c,b,n,t,b,k,y,d,e
x,f,n,n,c,b,u,t,b,n,v,d,e
x,y,n,n,c,b,p,t,b,n,y,d,e
f,s,w,p,c,n,w,e,e,n,v,u,p
x,f,g,n,c,b,w,t,b,k,v,d,e
f,s,w,n,w,b,k,t,e,k,s,g,e
x,s,g,n,w,b,p,t,e,n,s,g,e
x,f,g,n,c,b,p,t,b,k,v,d,e
f,f,n,n,c,b,n,t,b,k,y,d,e
x,f,e,n,c,b,n,t,b,k,v,d,e
x,y,g,n,c,b,n,t,b,k,v,d,e
f,f,n,n,c,b,u,t,b,k,y,d,e
x,f,n,n,c,b,w,t,b,n,v,d,e
x,f,g,f,c,b,h,e,b,h,y,d,p
x,y,e,n,c,b,w,t,b,k,y,d,e
x,f,n,n,w,b,h,t,e,k,a,g,e
x,s,w,p,c,n,n,e,e,n,v,g,p
x,y,g,n,c,b,p,t,b,n,y,d,e
f,f,n,n,c,b,n,t,b,n,v,d,e
x,f,n,n,c,b,p,t,b,k,y,d,e
x,y,g,n,c,b,u,t,b,k,v,d,e
x,y,g,n,c,b,w,t,b,k,v,d,e
f,f,n,n,c,b,u,t,b,n,v,d,e
f,f,n,n,c,b,u,t,b,k,y,d,e
x,f,g,n,c,b,u,t,b,k,v,d,e
f,f,g,n,c,b,n,t,b,n,y,d,e
x,y,e,n,c,b,u,t,b,n,y,d,e
x,f,e,n,c,b,n,t,b,k,y,d,e
x,s,w,p,c,n,n,e,e,k,v,g,p
f,f,g,n,c,b,n,t,b,k,v,d,e
x,f,g,n,c,b,p,t,b,k,v,d,e
f,y,e,n,c,b,w,t,b,k,v,d,e
f,y,g,n,c,b,p,t,b,k,v,d,e
x,y,n,n,c,b,w,t,b,n,v,d,e
x,y,e,n,c,b,w,t,b,n,y,d,e
x,f,e,n,c,b,w,t,b,n,y,d,e
x,y,e,n,c,b,w,t,b,k,y,d,e
f,f,g,n,c,b,n,t,b,n,y,d,e
x,f,g,n,c,b,p,t,b,k,v,d,e
f,f,n,n,c,b,p,t,b,n,v,d,e
x,y,n,n,c,b,p,t,b,n,v,d,e
x,y,g,n,c,b,n,t,b,k,v,d,e
x,f,g,n,c,b,u,t,b,n,v,d,e
x,y,n,n,c,b,p,t,b,k,y,d,e
f,f,n,n,c,b,w,t,b,n,v,d,e
x,y,n,n,c,b,u,t,b,k,y,d,e
x,y,n,n,c,b,p,t,b,k,y,d,e
f,f,n,n,c,b,p,t,b,k,v,d,e
x,f,n,n,c,b,u,t,b,n,y,d,e
x,f,n,n,c,b,p,t,b,n,v,d,e
x,y,n,n,c,b,p,t,b,k,y,d,e
f,f,g,n,c,b,n,t,b,n,y,d,e
x,f,e,n,c,b,u,t,b,n,y,d,e
f,f,n,n,c,b,p,t,b,n,v,d,e
x,s,p,c,c,n,g,e,b,k,v,d,p
x,f,e,n,c,b,u,t,b,n,y,d,e
f,f,n,n,c,b,w,t,b,k,y,d,e
x,f,n,n,c,b,w,t,b,k,y,d,e
f,f,e,n,c,b,u,t,b,n,v,d,e
x,y,e,n,c,b,n,t,b,k,y,d,e
x,f,g,n,c,b,w,t,b,n,y,d,e
x,f,g,n,c,b,n,t,b,n,y,d,e
x,f,g,n,c,b,p,t,b,k,v,d,e
x,f,g,n,c,b,u,t,b,n,y,d,e
f,f,g,n,c,b,p,t,b,n,y,d,e
x,f,e,n,c,b,u,t,b,n,v,d,e
f,y,n,n,c,b,p,t,b,k,y,d,e
f,y,e,n,c,b,u,t,b,k,v,d,e
x,y,g,n,c,b,u,t,b,n,y,d,e
x,y,g,n,c,b,w,t,b,k,y,d,e
x,f,g,n,c,b,n,t,b,k,y,d,e
x,f,g,f,c,b,h,e,b,h,y,g,p
x,y,n,n,c,b,u,t,b,k,v,d,e
x,y,e,n,c,b,p,t,b,n,y,d,e
x,f,n,n,c,b,w,t,b,k,v,d,e
f,f,n,n,c,b,p,t,b,n,y,d,e
f,f,n,n,c,b,p,t,b,k,v,d,e
f,f,g,n,c,b,n,t,b,k,y,d,e
f,f,g,n,c,b,p,t,b,n,y,d,e
x,y,g,n,c,b,w,t,b,n,y,d,e
x,f,g,n,w,b,k,t,e,n,a,g,e
x,y,g,n,c,b,n,t,b,k,y,d,e
x,f,e,n,c,b,p,t,b,k,y,d,e
f,f,n,n,c,b,p,t,b,k,v,d,e
x,y,e,n,c,b,n,t,b,n,y,d,e
x,f,g,n,c,b,p,t,b,n,v,d,e
x,f,n,n,c,b,p,t,b,k,y,d,e
x,y,e,n,c,b,w,t,b,n,v,d,e
x,f,n,n,c,b,w,t,b,k,v,d,e
f,f,g,n,c,b,p,t,b,k,y,d,e
x,y,g,n,c,b,n,t,b,k,y,d,e
x,y,g,n,c,b,u,t,b,k,v,d,e
f,f,n,n,c,b,u,t,b,n,y,d,e
x,f,g,n,c,b,p,t,b,k,v,d,e
f,f,n,n,c,b,p,t,b,n,v,d,e
x,y,e,n,c,b,p,t,b,k,v,d,e
x,f,n,n,c,b,u,t,b,k,y,d,e
x,y,g,n,c,b,w,t,b,k,v,d,e
f,f,g,n,c,b,p,t,b,k,v,d,e
x,f,g,n,c,b,p,t,b,n,v,d,e
x,f,n,n,c,b,w,t,b,k,v,d,e
x,y,g,n,c,b,w,t,b,n,v,d,e
x,y,g,n,c,b,p,t,b,n,y,d,e
x,y,e,n,c,b,n,t,b,n,v,d,e
x,y,n,n,c,b,w,t,b,k,v,d,e
x,y,g,n,c,b,u,t,b,k,y,d,e
f,y,n,p,c,n,k,e,e,k,s,u,p
x,s,g,n,w,b,n,t,e,n,s,g,e
x,f,g,n,c,b,u,t,b,k,v,d,e
x,f,e,n,c,b,n,t,b,k,y,d,e
x,s,p,c,w,n,u,e,b,n,s,d,p
x,y,n,n,c,b,w,t,b,k,y,d,e
x,f,e,n,c,b,p,t,b,k,v,d,e
x,y,n,n,c,b,p,t,b,n,y,d,e
x,y,e,n,c,b,u,t,b,k,v,d,e
x,s,w,n,w,b,k,t,e,n,s,g,e
f,f,g,n,c,b,p,t,b,n,v,d,e
x,y,g,n,c,b,n,t,b,n,v,d,e
x,y,g,n,c,b,n,t,b,n,v,d,e
x,f,e,n,c,b,n,t,b,n,y,d,e
x,y,g,n,c,b,n,t,b,k,v,d,e
x,y,g,n,c,b,w,t,b,n,v,d,e
x,f,e,n,c,b,p,t,b,k,y,d,e
f,y,w,p,c,n,p,e,e,n,v,u,p
f,f,n,n,c,b,u,t,b,n,y,d,e
x,f,e,n,c,b,w,t,b,k,y,d,e
x,f,e,n,c,b,n,t,b,n,v,d,e
x,y,g,n,c,b,p,t,b,k,v,d,e
f,s,w,n,w,b,h,t,e,k,s,g,e
x,f,n,n,w,b,k,t,e,n,a,g,e
x,f,n,n,c,b,w,t,b,k,v,d,e
f,f,n,n,c,b,n,t,b,n,v,d,e
x,y,e,n,c,b,p,t,b,n,y,d,e
x,y,e,n,c,b,u,t,b,n,y,d,e
x,y,e,n,c,b,p,t,b,n,y,d,e
f,f,n,n,c,b,w,t,b,k,y,d,e
x,f,g,n,c,b,w,t,b,k,v,d,e
f,f,n,n,c,b,w,t,b,k,v,d,e
f,f,e,n,c,b,n,t,b,n,y,d,e
x,y,e,n,c,b,w,t,b,n,v,d,e
x,s,w,c,w,n,p,e,b,n,s,d,p
f,f,n,n,c,b,u,t,b,k,y,d,e
f,f,g,n,c,b,p,t,b,n,y,d,e
f,f,n,n,c,b,u,t,b,k,v,d,e
x,y,n,n,c,b,p,t,b,k,v,d,e
x,f,e,n,c,b,w,t,b,k,y,d,e
f,s,w,n,w,b,n,t,e,n,s,g,e
x,y,g,n,c,b,u,t,b,n,y,d,e
x,f,e,n,c,b,p,t,b,k,v,d,e
f,f,n,n,c,b,n,t,b,n,v,d,e
f,f,n,n,c,b,p,t,b,k,v,d,e
x,y,n,n,c,b,n,t,b,k,y,d,e
x,y,g,n,c,b,n,t,b,n,y,d,e
x,y,n,n,c,b,n,t,b,k,v,d,e
x,f,g,n,c,b,u,t,b,n,y,d,e
x,y,n,n,c,b,w,t,b,k,y,d,e
x,y,n,n,c,b,p,t,b,k,v,d,e
f,f,n,n,c,b,p,t,b,n,y,d,e
x,y,g,n,c,b,n,t,b,n,v,d,e
x,y,e,n,c,b,w,t,b,k,y,d,e
x,y,n,n,c,b,n,t,b,k,y,d,e
x,f,g,f,c,b,g,e,b,h,y,p,p
f,f,g,n,c,b,u,t,b,k,v,d,e
x,y,e,n,c,b,u,t,b,k,v,d,e
x,f,g,f,c,b,h,e,b,h,v,d,p
x,y,e,n,c,b,n,t,b,k,v,d,e
x,f,e,n,c,b,n,t,b,k,v,d,e
x,f,g,f,c,b,h,e,b,h,y,d,p
x,f,p,c,w,n,n,e,b,n,s,d,p
x,f,g,n,c,b,u,t,b,k,v,d,e
f,f,g,n,c,b,p,t,b,n,y,d,e
x,f,g,n,c,b,u,t,b,n,v,d,e
x,y,g,n,c,b,w,t,b,k,y,d,e
x,y,g,n,c,b,n,t,b,n,v,d,e
f,f,g,n,c,b,n,t,b,n,y,d,e
x,f,g,n,c,b,w,t,b,n,y,d,e
x,f,e,n,c,b,p,t,b,k,v,d,e
x,f,n,n,c,b,w,t,b,k,y,d,e
x,y,n,n,c,b,u,t,b,k,v,d,e
f,f,n,n,c,b,p,t,b,k,y,d,e
f,f,n,n,c,b,u,t,b,n,v,d,e
f,f,g,n,c,b,n,t,b,k,y,d,e
x,f,g,n,c,b,p,t,b,k,y,d,e
x,y,n,n,c,b,u,t,b,n,v,d,e
x,y,e,n,c,b,w,t,b,n,v,d,e
f,f,n,n,c,b,u,t,b,n,v,d,e
x,y,g,n,c,b,n,t,b,n,v,d,e
x,y,n,n,c,b,u,t,b,k,y,d,e
x,f,w,c,c,n,g,e,b,k,v,d,p
f,f,n,n,c,b,u,t,b,k,y,d,e
x,y,e,n,c,b,w,t,b,n,v,d,e
x,y,n,n,c,b,n,t,b,n,y,d,e
f,f,g,n,c,b,n,t,b,k,v,d,e
x,f,e,n,c,b,w,t,b,k,y,d,e
x,f,g,f,c,b,p,e,b,h,y,d,p
x,y,e,n,c,b,n,t,b,k,y,d,e
f,f,g,n,c,b,p,t,b,n,v,d,e
f,y,e,n,c,b,w,t,b,k,v,d,e
x,f,e,n,c,b,p,t,b,n,v,d,e
x,f,g,f,c,b,p,e,b,h,v,g,p
x,y,n,n,c,b,w,t,b,n,y,d,e
x,y,n,n,c,b,p,t,b,k,v,d,e
x,y,n,n,c,b,p,t,b,k,v,d,e
x,y,n,n,c,b,n,t,b,k,y,d,e
x,y,g,n,c,b,u,t,b,n,y,d,e
x,y,n,n,c,b,n,t,b,k,y,d,e
x,f,g,n,c,b,p,t,b,k,y,d,e
x,y,e,n,c,b,n,t,b,k,y,d,e
x,y,e,n,c,b,n,t,b,k,v,d,e
x,y,g,n,c,b,p,t,b,n,v,d,e
f,f,e,n,c,b,n,t,b,n,v,d,e
f,f,n,n,c,b,n,t,b,k,v,d,e
f,f,n,n,c,b,w,t,b,n,v,d,e
x,y,g,n,c,b,p,t,b,n,v,d,e
x,y,g,n,c,b,w,t,b,n,y,d,e
x,f,e,n,c,b,u,t,b,k,v,d,e
f,f,n,n,c,b,w,t,b,n,v,d,e
f,f,n,n,c,b,p,t,b,n,v,d,e
x,y,e,n,c,b,p,t,b,k,y,d,e
x,y,n,n,c,b,n,t,b,n,v,d,e
f,f,n,n,c,b,p,t,b,k,y,d,e
f,f,n,n,c,b,w,t,b,n,v,d,e
x,f,g,f,c,b,g,e,b,h,v,p,p
x,f,g,n,c,b,n,t,b,k,y,d,e
x,y,n,n,c,b,w,t,b,n,y,d,e
x,f,g,n,c,b,n,t,b,n,y,d,e
x,f,g,n,c,b,n,t,b,n,y,d,e
x,y,g,n,c,b,w,t,b,k,v,d,e
f,f,n,n,c,b,u,t,b,k,y,d,e
f,f,g,n,c,b,n,t,b,k,y,d,e
x,y,n,n,c,b,n,t,b,k,v,d,e
x,f,e,n,c,b,w,t,b,k,y,d,e
f,f,n,n,c,b,n,t,b,n,v,d,e
x,f,g,f,c,b,g,e,b,h,v,p,p
x,f,e,n,c,b,p,t,b,n,v,d,e
f,f,n,n,c,b,n,t,b,n,v,d,e
x,f,e,n,c,b,n,t,b,k,y,d,e
x,f,e,n,c,b,n,t,b,n,v,d,e
x,y,e,n,c,b,p,t,b,k,y,d,e
f,y,g,n,c,b,w,t,b,n,v,d,e
f,f,n,n,c,b,u,t,b,n,y,d,e
x,f,g,n,c,b,n,t,b,n,y,d,e
f,f,g,n,c,b,p,t,b,k,v,d,e
x,y,n,n,c,b,w,t,b,k,y,d,e
x,y,g,n,c,b,p,t,b,n,y,d,e
x,y,g,n,c,b,u,t,b,n,y,d,e
x,f,n,n,c,b,w,t,b,n,y,d,e
x,y,e,n,c,b,p,t,b,k,y,d,e
f,f,n,n,c,b,u,t,b,n,v,d,e
x,y,e,n,c,b,n,t,b,n,v,d,e
x,f,n,n,c,b,n,t,b,n,y,d,e
f,f,n,n,c,b,u,t,b,k,y,d,e
x,y,e,n,c,b,p,t,b,n,v,d,e
x,f,g,n,c,b,w,t,b,n,v,d,e
x,y,n,n,c,b,p,t,b,n,v,d,e
x,f,g,c,c,n,g,e,b,n,v,d,p
f,f,g,n,c,b,n,t,b,n,v,d,e
x,f,n,n,c,b,w,t,b,n,y,d,e
f,s,n,n,w,b,p,t,e,k,a,g,e
f,f,n,n,c,b,w,t,b,n,v,d,e
x,y,g,n,c,b,n,t,b,n,y,d,e
f,y,g,n,c,b,w,t,b,n,v,d,e
x,y,g,n,c,b,w,t,b,n,v,d,e
f,y,e,n,c,b,p,t,b,n,v,d,e
x,y,g,n,c,b,n,t,b,n,y,d,e
x,f,g,n,c,b,n,t,b,n,v,d,e
f,f,g,n,c,b,n,t,b,n,v,d,e
x,y,n,n,c,b,p,t,b,k,v,d,e
f,f,n,n,c,b,u,t,b,k,y,d,e
x,y,e,n,c,b,p,t,b,n,v,d,e
x,y,e,n,c,b,w,t,b,k,v,d,e
f,y,n,n,c,b,u,t,b,k,v,d,e
x,y,n,n,c,b,w,t,b,n,y,d,e
x,f,g,n,c,b,u,t,b,n,y,d,e
f,f,g,n,c,b,p,t,b,k,y,d,e
f,f,w,n,w,b,h,t,e,k,s,g,e
x,y,n,n,c,b,p,t,b,n,v,d,e
x,f,g,n,c,b,u,t,b,k,y,d,e
f,y,e,n,c,b,n,t,b,n,y,d,e
x,f,e,n,c,b,w,t,b,k,v,d,e
x,y,n,n,c,b,u,t,b,n,y,d,e
f,y,n,n,c,b,w,t,b,k,y,d,e
x,y,g,n,c,b,p,t,b,k,v,d,e
f,f,n,n,c,b,w,t,b,k,v,d,e
x,y,e,n,c,b,u,t,b,k,y,d,e
x,y,e,n,c,b,p,t,b,k,v,d,e
x,y,e,n,c,b,w,t,b,k,v,d,e
x,f,e,n,c,b,w,t,b,n,y,d,e
x,f,e,n,c,b,p,t,b,n,v,d,e
x,f,e,n,c,b,p,t,b,n,v,d,e
f,f,n,n,c,b,p,t,b,n,y,d,e
x,f,g,n,c,b,n,t,b,k,v,d,e
x,f,g,n,c,b,p,t,b,k,v,d,e
x,y,g,n,c,b,u,t,b,k,y,d,e
x,y,n,n,c,b,n,t,b,n,v,d,e
x,f,e,n,c,b,n,t,b,k,y,d,e
x,f,e,n,c,b,w,t,b,n,y,d,e
x,f,g,n,c,b,u,t,b,n,y,d,e
x,f,e,n,c,b,w,t,b,n,v,d,e
f,f,n,n,c,b,n,t,b,n,y,d,e
x,f,e,n,c,b,p,t,b,n,v,d,e
f,f,n,n,c,b,w,t,b,n,y,d,e
f,f,n,n,c,b,w,t,b,k,v,d,e
f,f,n,n,c,b,u,t,b,k,v,d,e
x,f,g,n,c,b,n,t,b,k,v,d,e
x,f,e,n,c,b,u,t,b,n,v,d,e
x,y,e,n,c,b,u,t,b,n,y,d,e
f,f,g,n,c,b,n,t,b,k,y,d,e
f,f,n,n,c,b,p,t,b,n,v,d,e
x,y,n,n,c,b,n,t,b,n,y,d,e
f,f,n,n,c,b,u,t,b,k,v,d,e
x,f,p,c,c,n,p,e,b,n,v,d,p
x,f,e,n,c,b,p,t,b,k,y,d,e
x,f,n,n,c,b,w,t,b,n,v,d,e
x,y,e,n,c,b,w,t,b,n,y,d,e
f,f,n,n,c,b,n,t,b,n,v,d,e
f,f,n,n,c,b,w,t,b,k,y,d,e
x,y,g,n,c,b,w,t,b,k,v,d,e
f,s,n,n,w,b,n,t,e,n,a,g,e
x,y,g,n,c,b,w,t,b,k,y,d,e
x,y,n,n,c,b,w,t,b,n,v,d,e
x,y,n,n,c,b,p,t,b,k,v,d,e
f,f,g,n,c,b,p,t,b,n,v,d,e
x,f,e,n,c,b,n,t,b,n,y,d,e
f,f,n,n,c,b,p,t,b,k,y,d,e
x,f,g,f,c,b,h,e,b,h,y,g,p
x,y,e,n,c,b,w,t,b,n,v,d,e
x,f,g,n,c,b,u,t,b,k,v,d,e
x,f,e,n,c,b,n,t,b,n,v,d,e
x,f,e,n,c,b,n,t,b,k,y,d,e
x,y,e,n,c,b,n,t,b,k,v,d,e
f,f,n,n,c,b,w,t,b,n,y,d,e
f,f,n,n,c,b,u,t,b,k,v,d,e
x,y,n,n,c,b,w,t,b,k,v,d,e
x,f,e,n,c,b,u,t,b,n,y,d,e
x,y,e,n,c,b,w,t,b,k,v,d,e
x,y,n,n,c,b,n,t,b,k,y,d,e
x,y,g,n,c,b,u,t,b,k,v,d,e
x,y,n,n,c,b,u,t,b,k,v,d,e
x,y,e,n,c,b,p,t,b,n,y,d,e
x,f,e,n,c,b,u,t,b,n,y,d,e
x,f,e,n,c,b,u,t,b,k,y,d,e
x,y,e,n,c,b,p,t,b,n,v,d,e
x,y,n,n,c,b,p,t,b,k,y,d,e
x,f,e,n,c,b,p,t,b,n,y,d,e
f,f,e,n,c,b,w,t,b,n,v,d,e
f,f,n,n,c,b,w,t,b,k,y,d,e
x,y,e,n,c,b,u,t,b,k,v,d,e
x,f,n,n,c,b,u,t,b,n,v,d,e
x,y,e,n,c,b,n,t,b,n,y,d,e
f,f,g,n,c,b,p,t,b,n,y,d,e
x,y,n,n,c,b,p,t,b,n,v,d,e
f,y,e,n,c,b,n,t,b,k,v,d,e
x,y,n,n,c,b,u,t,b,k,y,d,e
x,y,e,n,c,b,p,t,b,n,y,d,e
x,y,g,n,c,b,u,t,b,n,y,d,e
f,y,g,n,c,b,p,t,b,k,v,d,e
x,y,n,n,c,b,u,t,b,n,y,d,e
x,s,g,n,w,b,h,t,e,k,s,g,e
f,f,n,n,c,b,n,t,b,n,y,d,e
x,y,g,n,c,b,w,t,b,n,y,d,e
x,y,g,n,c,b,n,t,b,k,y,d,e
x,f,n,n,c,b,u,t,b,k,y,d,e
x,f,e,n,c,b,u,t,b,n,v,d,e
x,y,e,n,c,b,n,t,b,k,y,d,e
x,y,n,n,c,b,w,t,b,k,y,d,e
x,f,e,n,c,b,w,t,b,k,y,d,e
x,y,e,n,c,b,u,t,b,k,y,d,e
x,y,n,n,c,b,u,t,b,n,y,d,e
f,f,g,n,c,b,p,t,b,n,y,d,e
x,f,e,n,c,b,u,t,b,k,y,d,e
f,y,n,n,c,b,p,t,b,k,v,d,e
x,y,n,n,c,b,w,t,b,n,v,d,e
x,f,e,n,c,b,w,t,b,n,y,d,e
x,f,g,n,c,b,n,t,b,k,v,d,e
x,y,n,n,c,b,u,t,b,k,y,d,e
x,y,g,n,c,b,n,t,b,n,y,d,e
x,f,g,c,c,n,p,e,b,k,v,d,p
x,y,n,n,c,b,n,t,b,n,y,d,e
